鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
大溪區,房地(土地+建物)+車位,桃園市大溪區文化路273巷31~60號,41.13,住,,,1071205,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061214,154.34,3,2,2,有,無,6500000,42115,坡道平面,33.06,0,車位90萬元,RPQNMLRKJHOFFCH48CA
大溪區,土地,三層段坑底小段361~390地號,8869.0,,山坡地保育區,特定目的事業用地,1041228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,112000000,12628,,0.0,0,,RPROMLRKJHOFFCH68CA
龍潭區,土地,文化段571~600地號,6554.19,農,,,1071101,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,116975760,17847,,0.0,0,,RPSPMLRKJHOFFCH88CA
龍潭區,土地,文化段571~600地號,1358.97,農,,,1071101,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24254217,17847,,0.0,0,,RPTPMLRKJHOFFCH98CA
楊梅區,土地,民有段241~270地號,40.31,,特定農業區,水利用地,1071218,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,163658,4060,,0.0,0,水利會協議價購私有土地,RPTNMLRLKINFFDH09CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區武中路1~30號,33.52,,一般農業區,甲種建築用地,1071130,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070614,150.23000000000002,3,2,2,有,有,6350000,42269,坡道平面,0.0,1000000,,RPUNMLLLJHOFFCH38CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區青山五街10巷1~30號,19.68,住,,,1071126,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841107,136.91,3,2,2,有,有,3050000,22277,坡道平面,0.0,0,,RPOOMLPLKINFFDH48CA
楊梅區,房地(土地+建物),桃園市楊梅區梅獅路二段211~240號,91.0,住,,,1071128,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0810520,129.44,4,2,3,有,無,12200000,94252,,0.0,0,,RPOOMLQLKINFFDH58CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區裕成南路361~390號,5.85,,山坡地保育區,丙種建築用地,1071126,土地1建物1車位1,三層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0861224,54.55,1,1,1,有,有,1500000,27498,坡道平面,12.82,0,,RPTNMLLLJHOFFDH38CA
楊梅區,房地(土地+建物),桃園市楊梅區四維路151~180號,13.68,住,,,1071117,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0960726,91.08,2,2,1,有,有,3260000,35793,,0.0,0,,RPUNMLLLJHOFFDH48CA
楊梅區,房地(土地+建物),桃園市楊梅區三民路二段86巷1~30號,38.84,,山坡地保育區,丙種建築用地,1071206,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791201,87.75,2,1,1,有,有,2300000,26211,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLLLJHOFFDH38CA
楊梅區,房地(土地+建物),桃園市楊梅區甡甡路902巷20弄1~30號,140.59,,山坡地保育區,丙種建築用地,1071120,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0871009,207.12,4,2,2,有,無,5000000,24141,,0.0,0,,RPPNMLSKJHOFFDH58CA
